N	T_B	MM1	MM2	DSM	DSM_COA	cuBlas	SM	SM_tr	CPU	CBlas
1	1	0.000052	0.000069	0.000053	0.000072	0.000091	0.000055	0.000056	0.000000
1	4	0.000050	0.000069	0.000052	0.000071	0.000089	0.000053	0.000056	0.000000
1	16	0.000050	0.000069	0.000051	0.000071	0.000089	0.000053	0.000056	0.000000
1	64	0.000050	0.000069	0.000051	0.000071	0.000089	0.000053	0.000056	0.000000
1	256	0.000050	0.000069	0.000051	0.000071	0.000088	0.000053	0.000055	0.000000
1	1024	0.000050	0.000069	0.000051	0.000071	0.000087	0.000053	0.000055	0.000000
2	1	0.000051	0.000069	0.000050	0.000072	0.000089	0.000054	0.000056	0.000000
2	4	0.000051	0.000069	0.000050	0.000072	0.000089	0.000054	0.000056	0.000000
2	16	0.000051	0.000069	0.000050	0.000072	0.000089	0.000054	0.000056	0.000000
2	64	0.000051	0.000068	0.000050	0.000071	0.000088	0.000053	0.000056	0.000000
2	256	0.000050	0.000068	0.000050	0.000071	0.000088	0.000053	0.000056	0.000000
2	1024	0.000050	0.000068	0.000050	0.000071	0.000088	0.000053	0.000056	0.000000
4	1	0.000049	0.000070	0.000052	0.000074	0.000089	0.000054	0.000056	0.000000
4	4	0.000049	0.000069	0.000050	0.000072	0.000089	0.000054	0.000056	0.000000
4	16	0.000049	0.000069	0.000050	0.000072	0.000089	0.000053	0.000056	0.000000
4	64	0.000049	0.000069	0.000049	0.000072	0.000089	0.000053	0.000056	0.000000
4	256	0.000049	0.000069	0.000049	0.000072	0.000089	0.000053	0.000055	0.000000
4	1024	0.000049	0.000069	0.000049	0.000072	0.000089	0.000053	0.000055	0.000000
8	1	0.000043	0.000063	0.000049	0.000071	0.000082	0.000048	0.000049	0.000000
8	4	0.000043	0.000063	0.000044	0.000064	0.000080	0.000046	0.000047	0.000000
8	16	0.000043	0.000060	0.000044	0.000063	0.000080	0.000046	0.000047	0.000000
8	64	0.000043	0.000060	0.000044	0.000063	0.000080	0.000046	0.000047	0.000000
8	256	0.000043	0.000060	0.000044	0.000063	0.000080	0.000046	0.000047	0.000000
8	1024	0.000043	0.000060	0.000044	0.000063	0.000080	0.000046	0.000047	0.000000
16	1	0.000055	0.000070	0.000098	0.000113	0.000081	0.000048	0.000049	0.000002
16	4	0.000045	0.000061	0.000050	0.000072	0.000081	0.000046	0.000048	0.000002
16	16	0.000044	0.000060	0.000044	0.000068	0.000081	0.000046	0.000048	0.000002
16	64	0.000042	0.000060	0.000042	0.000065	0.000081	0.000046	0.000048	0.000002
16	256	0.000042	0.000060	0.000042	0.000065	0.000081	0.000046	0.000048	0.000002
16	1024	0.000042	0.000060	0.000042	0.000065	0.000080	0.000046	0.000048	0.000002
32	1	0.000127	0.000160	0.000488	0.000478	0.000089	0.000050	0.000051	0.000020
32	4	0.000067	0.000088	0.000112	0.000131	0.000087	0.000049	0.000050	0.000020
32	16	0.000052	0.000068	0.000053	0.000075	0.000086	0.000049	0.000050	0.000020
32	64	0.000051	0.000068	0.000049	0.000071	0.000086	0.000049	0.000050	0.000020
32	256	0.000048	0.000066	0.000046	0.000070	0.000085	0.000049	0.000050	0.000020
32	1024	0.000048	0.000066	0.000046	0.000070	0.000085	0.000049	0.000050	0.000020
64	1	0.000658	0.000744	0.003541	0.003234	0.000119	0.000071	0.000071	0.000154
64	4	0.000231	0.000243	0.000601	0.000590	0.000113	0.000070	0.000071	0.000154
64	16	0.000120	0.000114	0.000137	0.000150	0.000110	0.000069	0.000067	0.000154
64	64	0.000086	0.000087	0.000077	0.000094	0.000110	0.000066	0.000066	0.000154
64	256	0.000075	0.000084	0.000071	0.000090	0.000106	0.000066	0.000066	0.000154
64	1024	0.000075	0.000084	0.000070	0.000090	0.000106	0.000064	0.000066	0.000154
128	1	0.004757	0.005237	0.027673	0.024810	0.000299	0.000242	0.000248	0.001583
128	4	0.001466	0.001511	0.004418	0.004193	0.000299	0.000242	0.000248	0.001583
128	16	0.000618	0.000481	0.000750	0.000753	0.000276	0.000239	0.000248	0.001583
128	64	0.000397	0.000286	0.000292	0.000331	0.000276	0.000236	0.000244	0.001583
128	256	0.000307	0.000278	0.000264	0.000319	0.000276	0.000234	0.000244	0.001583
128	1024	0.000307	0.000278	0.000259	0.000319	0.000275	0.000233	0.000243	0.001583
256	1	0.042813	0.047195	0.241078	0.222097	0.001279	0.001174	0.001293	0.022029
256	4	0.012240	0.012579	0.037073	0.034857	0.001279	0.001174	0.001293	0.022029
256	16	0.004310	0.003745	0.005614	0.005485	0.001279	0.001162	0.001285	0.022014
256	64	0.002230	0.001444	0.001609	0.001703	0.001279	0.001161	0.001285	0.021974
256	256	0.001570	0.001429	0.001393	0.001642	0.001279	0.001161	0.001285	0.021974
256	1024	0.001570	0.001429	0.001381	0.001642	0.001279	0.001160	0.001284	0.021968
