N	OP_P_T	T_B	TIME_DEVICE	TIME_HOST	TIME_onDEV
32	20	1024	4.792213e-05	0.000000e+00	1.382828e-05
32	21	64	4.696846e-05	0.000000e+00	1.311302e-05
32	21	128	4.816055e-05	0.000000e+00	1.287460e-05
32	21	256	4.696846e-05	0.000000e+00	1.406670e-05
32	21	512	4.696846e-05	0.000000e+00	1.382828e-05
32	21	1024	4.696846e-05	0.000000e+00	1.382828e-05
32	22	64	4.696846e-05	0.000000e+00	1.382828e-05
32	22	128	4.696846e-05	0.000000e+00	1.287460e-05
32	22	256	4.696846e-05	0.000000e+00	1.287460e-05
32	22	512	4.696846e-05	0.000000e+00	1.406670e-05
32	22	1024	4.792213e-05	0.000000e+00	1.382828e-05
32	23	64	4.696846e-05	0.000000e+00	1.287460e-05
32	23	128	4.696846e-05	0.000000e+00	1.382828e-05
32	23	256	4.696846e-05	0.000000e+00	1.382828e-05
32	23	512	4.720688e-05	0.000000e+00	1.287460e-05
32	23	1024	4.696846e-05	0.000000e+00	1.287460e-05
32	24	64	4.696846e-05	0.000000e+00	1.382828e-05
32	24	128	4.696846e-05	0.000000e+00	1.287460e-05
32	24	256	4.792213e-05	0.000000e+00	1.287460e-05
32	24	512	4.720688e-05	0.000000e+00	1.382828e-05
32	24	1024	4.696846e-05	0.000000e+00	1.287460e-05
32	25	64	4.816055e-05	0.000000e+00	1.287460e-05
32	25	128	4.696846e-05	0.000000e+00	1.406670e-05
32	25	256	4.696846e-05	0.000000e+00	1.287460e-05
32	25	512	4.696846e-05	0.000000e+00	1.311302e-05
32	25	1024	4.315376e-05	0.000000e+00	1.287460e-05
32	26	64	4.720688e-05	0.000000e+00	1.382828e-05
32	26	128	4.696846e-05	0.000000e+00	1.382828e-05
32	26	256	4.291534e-05	0.000000e+00	1.311302e-05
32	26	512	4.696846e-05	0.000000e+00	1.287460e-05
32	26	1024	4.291534e-05	0.000000e+00	1.382828e-05
32	27	64	4.696846e-05	0.000000e+00	1.192093e-05
32	27	128	4.601479e-05	0.000000e+00	1.287460e-05
32	27	256	4.792213e-05	0.000000e+00	1.406670e-05
32	27	512	4.696846e-05	0.000000e+00	1.287460e-05
32	27	1024	4.696846e-05	0.000000e+00	1.311302e-05
32	28	64	4.696846e-05	0.000000e+00	1.287460e-05
32	28	128	4.792213e-05	0.000000e+00	1.311302e-05
32	28	256	4.792213e-05	0.000000e+00	1.287460e-05
32	28	512	4.696846e-05	0.000000e+00	1.287460e-05
32	28	1024	4.601479e-05	0.000000e+00	1.311302e-05
32	29	64	4.696846e-05	0.000000e+00	1.287460e-05
32	29	128	4.792213e-05	0.000000e+00	1.406670e-05
32	29	256	4.696846e-05	0.000000e+00	1.287460e-05
32	29	512	4.792213e-05	0.000000e+00	1.311302e-05
32	29	1024	4.696846e-05	0.000000e+00	1.406670e-05
32	30	64	4.792213e-05	0.000000e+00	1.382828e-05
32	30	128	4.696846e-05	0.000000e+00	1.406670e-05
32	30	256	4.696846e-05	0.000000e+00	1.382828e-05
32	30	512	4.696846e-05	0.000000e+00	1.287460e-05
32	30	1024	4.792213e-05	0.000000e+00	1.406670e-05
32	31	64	4.792213e-05	0.000000e+00	1.287460e-05
32	31	128	4.792213e-05	0.000000e+00	1.406670e-05
32	31	256	4.792213e-05	0.000000e+00	1.406670e-05
32	31	512	4.696846e-05	0.000000e+00	1.287460e-05
32	31	1024	4.792213e-05	0.000000e+00	1.406670e-05
32	32	64	4.696846e-05	0.000000e+00	1.287460e-05
32	32	128	4.792213e-05	0.000000e+00	1.287460e-05
32	32	256	4.696846e-05	0.000000e+00	1.382828e-05
32	32	512	4.696846e-05	0.000000e+00	1.406670e-05
32	32	1024	4.696846e-05	0.000000e+00	1.287460e-05
32	33	64	4.696846e-05	0.000000e+00	1.382828e-05
32	33	128	4.792213e-05	0.000000e+00	1.406670e-05
32	33	256	4.792213e-05	0.000000e+00	1.406670e-05
32	33	512	4.792213e-05	0.000000e+00	1.311302e-05
32	33	1024	4.792213e-05	0.000000e+00	1.287460e-05
32	34	64	4.792213e-05	0.000000e+00	1.287460e-05
32	34	128	4.696846e-05	0.000000e+00	1.287460e-05
32	34	256	4.696846e-05	0.000000e+00	1.406670e-05
32	34	512	4.720688e-05	0.000000e+00	1.382828e-05
32	34	1024	4.410744e-05	0.000000e+00	1.192093e-05
32	35	64	4.696846e-05	0.000000e+00	1.287460e-05
32	35	128	4.291534e-05	0.000000e+00	1.287460e-05
32	35	256	4.696846e-05	0.000000e+00	1.311302e-05
32	35	512	4.696846e-05	0.000000e+00	1.311302e-05
32	35	1024	4.792213e-05	0.000000e+00	1.311302e-05
32	36	64	4.792213e-05	0.000000e+00	1.311302e-05
32	36	128	4.696846e-05	0.000000e+00	1.311302e-05
32	36	256	4.506111e-05	0.000000e+00	1.287460e-05
32	36	512	4.696846e-05	0.000000e+00	1.287460e-05
32	36	1024	4.696846e-05	0.000000e+00	1.287460e-05
32	37	64	4.696846e-05	0.000000e+00	1.382828e-05
32	37	128	4.792213e-05	0.000000e+00	1.287460e-05
32	37	256	4.792213e-05	0.000000e+00	1.287460e-05
32	37	512	4.792213e-05	0.000000e+00	1.311302e-05
32	37	1024	4.792213e-05	0.000000e+00	1.382828e-05
32	38	64	4.792213e-05	0.000000e+00	1.311302e-05
32	38	128	4.696846e-05	0.000000e+00	1.382828e-05
32	38	256	4.792213e-05	0.000000e+00	1.311302e-05
32	38	512	4.720688e-05	0.000000e+00	1.287460e-05
32	38	1024	4.696846e-05	0.000000e+00	1.287460e-05
32	39	64	4.792213e-05	0.000000e+00	1.311302e-05
32	39	128	4.696846e-05	0.000000e+00	1.382828e-05
32	39	256	4.792213e-05	0.000000e+00	1.382828e-05
32	39	512	4.696846e-05	0.000000e+00	1.311302e-05
32	39	1024	4.696846e-05	0.000000e+00	1.382828e-05
32	40	64	4.696846e-05	0.000000e+00	1.382828e-05
32	40	128	4.792213e-05	0.000000e+00	1.382828e-05
32	40	256	4.696846e-05	0.000000e+00	1.311302e-05
32	40	512	4.816055e-05	0.000000e+00	1.382828e-05
32	40	1024	4.696846e-05	0.000000e+00	1.311302e-05
32	41	64	4.816055e-05	0.000000e+00	1.287460e-05
32	41	128	4.696846e-05	0.000000e+00	1.406670e-05
32	41	256	4.792213e-05	0.000000e+00	1.382828e-05
32	41	512	4.792213e-05	0.000000e+00	1.406670e-05
32	41	1024	4.696846e-05	0.000000e+00	1.287460e-05
32	42	64	4.696846e-05	0.000000e+00	1.287460e-05
32	42	128	4.792213e-05	0.000000e+00	1.382828e-05
32	42	256	4.696846e-05	0.000000e+00	1.287460e-05
32	42	512	4.792213e-05	0.000000e+00	1.287460e-05
32	42	1024	4.696846e-05	0.000000e+00	1.287460e-05
32	43	64	4.720688e-05	0.000000e+00	1.287460e-05
32	43	128	4.720688e-05	0.000000e+00	1.311302e-05
32	43	256	4.696846e-05	0.000000e+00	1.406670e-05
32	43	512	4.601479e-05	0.000000e+00	1.382828e-05
32	43	1024	4.720688e-05	0.000000e+00	1.382828e-05
32	44	64	4.696846e-05	0.000000e+00	1.287460e-05
32	44	128	4.315376e-05	0.000000e+00	1.287460e-05
32	44	256	4.696846e-05	0.000000e+00	1.311302e-05
32	44	512	4.410744e-05	0.000000e+00	1.192093e-05
32	44	1024	4.696846e-05	0.000000e+00	1.287460e-05
32	45	64	4.696846e-05	0.000000e+00	1.192093e-05
32	45	128	4.792213e-05	0.000000e+00	1.287460e-05
32	45	256	4.601479e-05	0.000000e+00	1.192093e-05
32	45	512	4.696846e-05	0.000000e+00	1.311302e-05
32	45	1024	4.696846e-05	0.000000e+00	1.287460e-05
32	46	64	4.696846e-05	0.000000e+00	1.406670e-05
32	46	128	4.696846e-05	0.000000e+00	1.382828e-05
32	46	256	4.696846e-05	0.000000e+00	1.287460e-05
32	46	512	4.792213e-05	0.000000e+00	1.287460e-05
32	46	1024	4.696846e-05	0.000000e+00	1.311302e-05
32	47	64	4.696846e-05	0.000000e+00	1.287460e-05
32	47	128	4.792213e-05	0.000000e+00	1.311302e-05
32	47	256	4.792213e-05	0.000000e+00	1.406670e-05
32	47	512	4.696846e-05	0.000000e+00	1.311302e-05
32	47	1024	4.696846e-05	0.000000e+00	1.382828e-05
32	48	64	4.816055e-05	0.000000e+00	1.287460e-05
32	48	128	4.792213e-05	0.000000e+00	1.406670e-05
32	48	256	4.696846e-05	0.000000e+00	1.406670e-05
32	48	512	4.816055e-05	0.000000e+00	1.287460e-05
32	48	1024	4.792213e-05	0.000000e+00	1.287460e-05
32	49	64	4.696846e-05	0.000000e+00	1.311302e-05
32	49	128	4.696846e-05	0.000000e+00	1.311302e-05
32	49	256	4.696846e-05	0.000000e+00	1.287460e-05
32	49	512	4.696846e-05	0.000000e+00	1.311302e-05
32	49	1024	4.792213e-05	0.000000e+00	1.406670e-05
64	1	64	4.386902e-05	0.000000e+00	1.382828e-05
64	1	128	4.291534e-05	0.000000e+00	1.311302e-05
64	1	256	4.291534e-05	0.000000e+00	1.311302e-05
64	1	512	4.386902e-05	0.000000e+00	1.382828e-05
64	1	1024	4.291534e-05	0.000000e+00	1.311302e-05
64	2	64	4.291534e-05	0.000000e+00	1.382828e-05
64	2	128	4.291534e-05	0.000000e+00	1.382828e-05
64	2	256	4.386902e-05	0.000000e+00	1.311302e-05
64	2	512	4.291534e-05	0.000000e+00	1.287460e-05
64	2	1024	4.386902e-05	0.000000e+00	1.382828e-05
64	3	64	4.410744e-05	0.000000e+00	1.382828e-05
64	3	128	4.315376e-05	0.000000e+00	1.287460e-05
64	3	256	4.291534e-05	0.000000e+00	1.311302e-05
64	3	512	4.291534e-05	0.000000e+00	1.311302e-05
64	3	1024	4.291534e-05	0.000000e+00	1.406670e-05
64	4	64	4.291534e-05	0.000000e+00	1.406670e-05
64	4	128	3.981590e-05	0.000000e+00	1.311302e-05
64	4	256	4.291534e-05	0.000000e+00	1.382828e-05
64	4	512	4.196167e-05	0.000000e+00	1.311302e-05
64	4	1024	4.410744e-05	0.000000e+00	1.287460e-05
64	5	64	3.910065e-05	0.000000e+00	1.287460e-05
64	5	128	4.410744e-05	0.000000e+00	1.382828e-05
64	5	256	4.315376e-05	0.000000e+00	1.287460e-05
64	5	512	4.005432e-05	0.000000e+00	1.287460e-05
64	5	1024	4.291534e-05	0.000000e+00	1.382828e-05
64	6	64	4.291534e-05	0.000000e+00	1.192093e-05
64	6	128	4.291534e-05	0.000000e+00	1.311302e-05
64	6	256	3.886223e-05	0.000000e+00	1.287460e-05
64	6	512	4.386902e-05	0.000000e+00	1.287460e-05
64	6	1024	4.291534e-05	0.000000e+00	1.287460e-05
64	7	64	4.291534e-05	0.000000e+00	1.287460e-05
64	7	128	4.386902e-05	0.000000e+00	1.382828e-05
64	7	256	4.291534e-05	0.000000e+00	1.311302e-05
64	7	512	4.291534e-05	0.000000e+00	1.382828e-05
64	7	1024	4.315376e-05	0.000000e+00	1.287460e-05
64	8	64	4.315376e-05	0.000000e+00	1.311302e-05
64	8	128	4.291534e-05	0.000000e+00	1.382828e-05
64	8	256	4.291534e-05	0.000000e+00	1.287460e-05
64	8	512	4.386902e-05	0.000000e+00	1.406670e-05
64	8	1024	4.315376e-05	0.000000e+00	1.311302e-05
64	9	64	4.315376e-05	0.000000e+00	1.287460e-05
64	9	128	4.291534e-05	0.000000e+00	1.406670e-05
64	9	256	4.315376e-05	0.000000e+00	1.287460e-05
64	9	512	4.291534e-05	0.000000e+00	1.287460e-05
64	9	1024	4.315376e-05	0.000000e+00	1.287460e-05
64	10	64	4.315376e-05	0.000000e+00	1.382828e-05
64	10	128	4.386902e-05	0.000000e+00	1.311302e-05
64	10	256	4.291534e-05	0.000000e+00	1.287460e-05
64	10	512	4.315376e-05	0.000000e+00	1.287460e-05
64	10	1024	4.291534e-05	0.000000e+00	1.406670e-05
64	11	64	4.291534e-05	0.000000e+00	1.287460e-05
64	11	128	4.291534e-05	0.000000e+00	1.382828e-05
64	11	256	4.291534e-05	0.000000e+00	1.287460e-05
64	11	512	4.386902e-05	0.000000e+00	1.287460e-05
64	11	1024	4.291534e-05	0.000000e+00	1.287460e-05
64	12	64	4.291534e-05	0.000000e+00	1.311302e-05
64	12	128	4.196167e-05	0.000000e+00	1.287460e-05
64	12	256	4.386902e-05	0.000000e+00	1.382828e-05
64	12	512	4.386902e-05	0.000000e+00	1.311302e-05
64	12	1024	4.291534e-05	0.000000e+00	1.311302e-05
64	13	64	4.315376e-05	0.000000e+00	1.287460e-05
64	13	128	4.315376e-05	0.000000e+00	1.311302e-05
64	13	256	4.386902e-05	0.000000e+00	1.287460e-05
64	13	512	4.291534e-05	0.000000e+00	1.287460e-05
64	13	1024	4.291534e-05	0.000000e+00	1.215935e-05
64	14	64	4.291534e-05	0.000000e+00	1.311302e-05
64	14	128	4.291534e-05	0.000000e+00	1.287460e-05
64	14	256	4.386902e-05	0.000000e+00	1.287460e-05
64	14	512	4.410744e-05	0.000000e+00	1.382828e-05
64	14	1024	4.291534e-05	0.000000e+00	1.287460e-05
64	15	64	3.886223e-05	0.000000e+00	1.215935e-05
64	15	128	4.291534e-05	0.000000e+00	1.382828e-05
64	15	256	4.196167e-05	0.000000e+00	1.311302e-05
64	15	512	4.291534e-05	0.000000e+00	1.382828e-05
64	15	1024	4.315376e-05	0.000000e+00	1.287460e-05
64	16	64	4.291534e-05	0.000000e+00	1.287460e-05
64	16	128	3.910065e-05	0.000000e+00	1.287460e-05
64	16	256	4.291534e-05	0.000000e+00	1.287460e-05
64	16	512	4.315376e-05	0.000000e+00	1.382828e-05
64	16	1024	4.386902e-05	0.000000e+00	1.287460e-05
64	17	64	4.196167e-05	0.000000e+00	1.311302e-05
64	17	128	4.291534e-05	0.000000e+00	1.311302e-05
64	17	256	4.315376e-05	0.000000e+00	1.382828e-05
64	17	512	4.291534e-05	0.000000e+00	1.382828e-05
64	17	1024	4.291534e-05	0.000000e+00	1.311302e-05
64	18	64	4.386902e-05	0.000000e+00	1.287460e-05
64	18	128	4.291534e-05	0.000000e+00	1.382828e-05
64	18	256	4.291534e-05	0.000000e+00	1.382828e-05
64	18	512	4.386902e-05	0.000000e+00	1.311302e-05
64	18	1024	4.386902e-05	0.000000e+00	1.406670e-05
64	19	64	4.291534e-05	0.000000e+00	1.311302e-05
64	19	128	4.291534e-05	0.000000e+00	1.287460e-05
64	19	256	4.386902e-05	0.000000e+00	1.382828e-05
64	19	512	4.291534e-05	0.000000e+00	1.287460e-05
64	19	1024	4.291534e-05	0.000000e+00	1.382828e-05
64	20	64	4.291534e-05	0.000000e+00	1.382828e-05
64	20	128	4.291534e-05	0.000000e+00	1.382828e-05
64	20	256	4.291534e-05	0.000000e+00	1.382828e-05
64	20	512	4.386902e-05	0.000000e+00	1.382828e-05
64	20	1024	4.315376e-05	0.000000e+00	1.311302e-05
64	21	64	4.410744e-05	0.000000e+00	1.311302e-05
64	21	128	4.386902e-05	0.000000e+00	1.287460e-05
64	21	256	4.386902e-05	0.000000e+00	1.287460e-05
64	21	512	4.291534e-05	0.000000e+00	1.382828e-05
64	21	1024	4.410744e-05	0.000000e+00	1.382828e-05
64	22	64	4.315376e-05	0.000000e+00	1.311302e-05
64	22	128	4.291534e-05	0.000000e+00	1.382828e-05
64	22	256	4.291534e-05	0.000000e+00	1.287460e-05
64	22	512	4.291534e-05	0.000000e+00	1.311302e-05
64	22	1024	4.291534e-05	0.000000e+00	1.311302e-05
64	23	64	4.291534e-05	0.000000e+00	1.406670e-05
64	23	128	4.386902e-05	0.000000e+00	1.382828e-05
64	23	256	4.291534e-05	0.000000e+00	1.382828e-05
64	23	512	4.291534e-05	0.000000e+00	1.382828e-05
64	23	1024	4.291534e-05	0.000000e+00	1.406670e-05
64	24	64	3.981590e-05	0.000000e+00	1.311302e-05
64	24	128	4.291534e-05	0.000000e+00	1.287460e-05
64	24	256	4.291534e-05	0.000000e+00	1.311302e-05
64	24	512	4.291534e-05	0.000000e+00	1.287460e-05
64	24	1024	3.886223e-05	0.000000e+00	1.311302e-05
64	25	64	4.291534e-05	0.000000e+00	1.287460e-05
64	25	128	4.005432e-05	0.000000e+00	1.192093e-05
64	25	256	4.386902e-05	0.000000e+00	1.406670e-05
64	25	512	3.886223e-05	0.000000e+00	1.215935e-05
64	25	1024	4.315376e-05	0.000000e+00	1.382828e-05
64	26	64	4.196167e-05	0.000000e+00	1.311302e-05
64	26	128	4.315376e-05	0.000000e+00	1.287460e-05
64	26	256	4.291534e-05	0.000000e+00	1.382828e-05
64	26	512	4.386902e-05	0.000000e+00	1.382828e-05
64	26	1024	4.291534e-05	0.000000e+00	1.382828e-05
64	27	64	4.386902e-05	0.000000e+00	1.287460e-05
64	27	128	4.315376e-05	0.000000e+00	1.311302e-05
64	27	256	4.315376e-05	0.000000e+00	1.287460e-05
64	27	512	4.315376e-05	0.000000e+00	1.382828e-05
64	27	1024	4.386902e-05	0.000000e+00	1.382828e-05
64	28	64	4.291534e-05	0.000000e+00	1.311302e-05
64	28	128	4.386902e-05	0.000000e+00	1.382828e-05
64	28	256	4.386902e-05	0.000000e+00	1.287460e-05
64	28	512	4.291534e-05	0.000000e+00	1.382828e-05
64	28	1024	4.315376e-05	0.000000e+00	1.287460e-05
64	29	64	4.291534e-05	0.000000e+00	1.287460e-05
64	29	128	4.315376e-05	0.000000e+00	1.382828e-05
64	29	256	4.291534e-05	0.000000e+00	1.406670e-05
64	29	512	4.386902e-05	0.000000e+00	1.287460e-05
64	29	1024	4.291534e-05	0.000000e+00	1.311302e-05
64	30	64	4.315376e-05	0.000000e+00	1.287460e-05
64	30	128	4.291534e-05	0.000000e+00	1.287460e-05
64	30	256	4.291534e-05	0.000000e+00	1.287460e-05
64	30	512	4.291534e-05	0.000000e+00	1.311302e-05
64	30	1024	4.386902e-05	0.000000e+00	1.382828e-05
64	31	64	4.386902e-05	0.000000e+00	1.311302e-05
64	31	128	4.291534e-05	0.000000e+00	1.311302e-05
64	31	256	4.291534e-05	0.000000e+00	1.406670e-05
64	31	512	4.291534e-05	0.000000e+00	1.406670e-05
64	31	1024	4.410744e-05	0.000000e+00	1.382828e-05
64	32	64	4.291534e-05	0.000000e+00	1.287460e-05
64	32	128	4.386902e-05	0.000000e+00	1.311302e-05
64	32	256	4.386902e-05	0.000000e+00	1.382828e-05
64	32	512	4.100800e-05	0.000000e+00	1.311302e-05
64	32	1024	4.291534e-05	0.000000e+00	1.287460e-05
64	33	64	4.291534e-05	0.000000e+00	1.382828e-05
64	33	128	4.386902e-05	0.000000e+00	1.382828e-05
64	33	256	4.315376e-05	0.000000e+00	1.287460e-05
64	33	512	4.291534e-05	0.000000e+00	1.311302e-05
64	33	1024	4.100800e-05	0.000000e+00	1.287460e-05
64	34	64	4.386902e-05	0.000000e+00	1.287460e-05
64	34	128	4.196167e-05	0.000000e+00	1.287460e-05
64	34	256	4.410744e-05	0.000000e+00	1.311302e-05
64	34	512	4.196167e-05	0.000000e+00	1.192093e-05
64	34	1024	4.410744e-05	0.000000e+00	1.311302e-05
64	35	64	4.005432e-05	0.000000e+00	1.311302e-05
64	35	128	4.315376e-05	0.000000e+00	1.382828e-05
64	35	256	3.981590e-05	0.000000e+00	1.382828e-05
64	35	512	4.291534e-05	0.000000e+00	1.287460e-05
64	35	1024	4.315376e-05	0.000000e+00	1.382828e-05
64	36	64	4.291534e-05	0.000000e+00	1.311302e-05
64	36	128	4.291534e-05	0.000000e+00	1.406670e-05
64	36	256	4.315376e-05	0.000000e+00	1.382828e-05
64	36	512	4.291534e-05	0.000000e+00	1.287460e-05
64	36	1024	4.386902e-05	0.000000e+00	1.382828e-05
64	37	64	4.291534e-05	0.000000e+00	1.382828e-05
64	37	128	4.291534e-05	0.000000e+00	1.311302e-05
64	37	256	4.386902e-05	0.000000e+00	1.287460e-05
64	37	512	4.315376e-05	0.000000e+00	1.287460e-05
64	37	1024	4.291534e-05	0.000000e+00	1.287460e-05
64	38	64	4.315376e-05	0.000000e+00	1.287460e-05
64	38	128	4.315376e-05	0.000000e+00	1.287460e-05
64	38	256	4.386902e-05	0.000000e+00	1.287460e-05
64	38	512	4.291534e-05	0.000000e+00	1.311302e-05
64	38	1024	4.315376e-05	0.000000e+00	1.382828e-05
64	39	64	4.291534e-05	0.000000e+00	1.311302e-05
64	39	128	4.410744e-05	0.000000e+00	1.287460e-05
64	39	256	4.291534e-05	0.000000e+00	1.311302e-05
64	39	512	4.291534e-05	0.000000e+00	1.287460e-05
64	39	1024	4.315376e-05	0.000000e+00	1.287460e-05
64	40	64	4.315376e-05	0.000000e+00	1.287460e-05
64	40	128	4.291534e-05	0.000000e+00	1.406670e-05
64	40	256	4.291534e-05	0.000000e+00	1.382828e-05
64	40	512	4.315376e-05	0.000000e+00	1.382828e-05
64	40	1024	4.386902e-05	0.000000e+00	1.287460e-05
64	41	64	4.386902e-05	0.000000e+00	1.311302e-05
64	41	128	4.315376e-05	0.000000e+00	1.287460e-05
64	41	256	4.315376e-05	0.000000e+00	1.287460e-05
64	41	512	4.291534e-05	0.000000e+00	1.382828e-05
64	41	1024	4.196167e-05	0.000000e+00	1.287460e-05
64	42	64	4.291534e-05	0.000000e+00	1.382828e-05
64	42	128	4.410744e-05	0.000000e+00	1.382828e-05
64	42	256	4.386902e-05	0.000000e+00	1.382828e-05
64	42	512	4.291534e-05	0.000000e+00	1.382828e-05
64	42	1024	4.291534e-05	0.000000e+00	1.382828e-05
64	43	64	4.291534e-05	0.000000e+00	1.382828e-05
64	43	128	4.315376e-05	0.000000e+00	1.287460e-05
64	43	256	4.315376e-05	0.000000e+00	1.311302e-05
64	43	512	4.291534e-05	0.000000e+00	1.382828e-05
64	43	1024	4.005432e-05	0.000000e+00	1.287460e-05
64	44	64	4.315376e-05	0.000000e+00	1.382828e-05
64	44	128	3.886223e-05	0.000000e+00	1.311302e-05
64	44	256	4.315376e-05	0.000000e+00	1.287460e-05
64	44	512	3.886223e-05	0.000000e+00	1.311302e-05
64	44	1024	4.291534e-05	0.000000e+00	1.382828e-05
64	45	64	4.005432e-05	0.000000e+00	1.287460e-05
64	45	128	4.291534e-05	0.000000e+00	1.311302e-05
64	45	256	3.886223e-05	0.000000e+00	1.311302e-05
64	45	512	4.291534e-05	0.000000e+00	1.287460e-05
64	45	1024	4.291534e-05	0.000000e+00	1.311302e-05
64	46	64	4.291534e-05	0.000000e+00	1.215935e-05
64	46	128	4.315376e-05	0.000000e+00	1.382828e-05
64	46	256	4.291534e-05	0.000000e+00	1.382828e-05
64	46	512	4.291534e-05	0.000000e+00	1.287460e-05
64	46	1024	4.100800e-05	0.000000e+00	1.382828e-05
64	47	64	4.291534e-05	0.000000e+00	1.311302e-05
64	47	128	4.315376e-05	0.000000e+00	1.287460e-05
64	47	256	4.291534e-05	0.000000e+00	1.287460e-05
64	47	512	4.386902e-05	0.000000e+00	1.287460e-05
64	47	1024	4.291534e-05	0.000000e+00	1.382828e-05
64	48	64	4.291534e-05	0.000000e+00	1.311302e-05
64	48	128	4.291534e-05	0.000000e+00	1.287460e-05
64	48	256	4.386902e-05	0.000000e+00	1.287460e-05
64	48	512	4.291534e-05	0.000000e+00	1.311302e-05
64	48	1024	4.291534e-05	0.000000e+00	1.287460e-05
64	49	64	4.291534e-05	0.000000e+00	1.287460e-05
64	49	128	4.220009e-05	0.000000e+00	1.311302e-05
64	49	256	4.291534e-05	0.000000e+00	1.382828e-05
64	49	512	4.291534e-05	0.000000e+00	1.382828e-05
64	49	1024	4.291534e-05	0.000000e+00	1.382828e-05
128	1	64	4.386902e-05	0.000000e+00	1.287460e-05
128	1	128	4.386902e-05	0.000000e+00	1.311302e-05
128	1	256	4.386902e-05	0.000000e+00	1.382828e-05
128	1	512	4.291534e-05	0.000000e+00	1.287460e-05
128	1	1024	4.291534e-05	0.000000e+00	1.382828e-05
128	2	64	4.315376e-05	0.000000e+00	1.311302e-05
128	2	128	4.291534e-05	0.000000e+00	1.382828e-05
128	2	256	4.386902e-05	0.000000e+00	1.287460e-05
128	2	512	4.386902e-05	0.000000e+00	1.311302e-05
128	2	1024	4.315376e-05	0.000000e+00	1.311302e-05
128	3	64	4.291534e-05	0.000000e+00	1.382828e-05
128	3	128	4.291534e-05	0.000000e+00	1.382828e-05
128	3	256	4.291534e-05	0.000000e+00	1.287460e-05
128	3	512	4.291534e-05	0.000000e+00	1.287460e-05
128	3	1024	4.315376e-05	0.000000e+00	1.287460e-05
128	4	64	4.291534e-05	0.000000e+00	1.287460e-05
128	4	128	4.291534e-05	0.000000e+00	1.287460e-05
128	4	256	4.196167e-05	0.000000e+00	1.311302e-05
128	4	512	4.291534e-05	0.000000e+00	1.382828e-05
128	4	1024	4.196167e-05	0.000000e+00	1.382828e-05
128	5	64	4.291534e-05	0.000000e+00	1.287460e-05
128	5	128	4.196167e-05	0.000000e+00	1.287460e-05
128	5	256	4.196167e-05	0.000000e+00	1.311302e-05
128	5	512	4.291534e-05	0.000000e+00	1.311302e-05
128	5	1024	4.291534e-05	0.000000e+00	1.287460e-05
128	6	64	4.005432e-05	0.000000e+00	1.215935e-05
128	6	128	4.291534e-05	0.000000e+00	1.382828e-05
128	6	256	3.910065e-05	0.000000e+00	1.287460e-05
128	6	512	4.291534e-05	0.000000e+00	1.287460e-05
128	6	1024	4.291534e-05	0.000000e+00	1.406670e-05
128	7	64	4.005432e-05	0.000000e+00	1.382828e-05
128	7	128	4.291534e-05	0.000000e+00	1.382828e-05
128	7	256	4.005432e-05	0.000000e+00	1.311302e-05
128	7	512	4.291534e-05	0.000000e+00	1.287460e-05
128	7	1024	4.196167e-05	0.000000e+00	1.382828e-05
128	8	64	4.315376e-05	0.000000e+00	1.382828e-05
128	8	128	4.291534e-05	0.000000e+00	1.382828e-05
128	8	256	4.291534e-05	0.000000e+00	1.382828e-05
128	8	512	4.291534e-05	0.000000e+00	1.311302e-05
128	8	1024	4.291534e-05	0.000000e+00	1.287460e-05
128	9	64	4.291534e-05	0.000000e+00	1.287460e-05
128	9	128	4.291534e-05	0.000000e+00	1.287460e-05
128	9	256	4.291534e-05	0.000000e+00	1.311302e-05
128	9	512	4.291534e-05	0.000000e+00	1.382828e-05
128	9	1024	4.291534e-05	0.000000e+00	1.287460e-05
128	10	64	4.291534e-05	0.000000e+00	1.382828e-05
128	10	128	4.291534e-05	0.000000e+00	1.287460e-05
128	10	256	4.291534e-05	0.000000e+00	1.287460e-05
128	10	512	4.291534e-05	0.000000e+00	1.287460e-05
128	10	1024	4.291534e-05	0.000000e+00	1.311302e-05
128	11	64	4.291534e-05	0.000000e+00	1.287460e-05
128	11	128	4.291534e-05	0.000000e+00	1.287460e-05
128	11	256	4.291534e-05	0.000000e+00	1.311302e-05
128	11	512	4.291534e-05	0.000000e+00	1.311302e-05
128	11	1024	4.100800e-05	0.000000e+00	1.287460e-05
128	12	64	4.291534e-05	0.000000e+00	1.287460e-05
128	12	128	4.291534e-05	0.000000e+00	1.382828e-05
128	12	256	4.315376e-05	0.000000e+00	1.287460e-05
128	12	512	4.196167e-05	0.000000e+00	1.311302e-05
128	12	1024	4.291534e-05	0.000000e+00	1.382828e-05
128	13	64	4.291534e-05	0.000000e+00	1.382828e-05
128	13	128	4.315376e-05	0.000000e+00	1.311302e-05
128	13	256	4.291534e-05	0.000000e+00	1.311302e-05
128	13	512	4.196167e-05	0.000000e+00	1.311302e-05
128	13	1024	4.291534e-05	0.000000e+00	1.287460e-05
128	14	64	4.291534e-05	0.000000e+00	1.287460e-05
128	14	128	4.220009e-05	0.000000e+00	1.311302e-05
128	14	256	4.196167e-05	0.000000e+00	1.311302e-05
128	14	512	4.196167e-05	0.000000e+00	1.311302e-05
128	14	1024	4.291534e-05	0.000000e+00	1.406670e-05
128	15	64	4.196167e-05	0.000000e+00	1.382828e-05
