N_ROWS	N_COLS	MRTIME_onDEV	MRTIME_HOST	CT_DtH_M	CT_HtD_V
64	8	4.482269e-05	0.000000e+00	7.867813e-06	9.536743e-07
128	8	5.888939e-05	9.536743e-07	9.059906e-06	1.907349e-06
256	8	9.799004e-05	1.192093e-06	1.096725e-05	1.907349e-06
512	8	1.678467e-04	1.907349e-06	1.502037e-05	1.907349e-06
1024	8	3.080368e-04	5.006790e-06	2.408028e-05	2.145767e-06
2048	8	5.919933e-04	1.382828e-05	4.076958e-05	4.053116e-06
4096	8	1.154184e-03	1.883507e-05	7.510185e-05	5.006790e-06
8192	8	2.296925e-03	4.506111e-05	1.378059e-04	9.059906e-06
1	16	3.004074e-05	0.000000e+00	7.867813e-06	9.536743e-07
2	16	3.004074e-05	0.000000e+00	6.914139e-06	1.907349e-06
4	16	3.004074e-05	0.000000e+00	6.914139e-06	9.536743e-07
8	16	3.004074e-05	0.000000e+00	6.914139e-06	9.536743e-07
16	16	3.099442e-05	0.000000e+00	7.867813e-06	9.536743e-07
32	16	3.600121e-05	0.000000e+00	7.867813e-06	1.907349e-06
64	16	4.482269e-05	9.536743e-07	1.001358e-05	9.536743e-07
128	16	6.294250e-05	9.536743e-07	1.096725e-05	9.536743e-07
256	16	9.703636e-05	1.907349e-06	1.502037e-05	1.907349e-06
512	16	1.690388e-04	5.006790e-06	2.312660e-05	1.907349e-06
1024	16	3.089905e-04	9.059906e-06	4.005432e-05	1.907349e-06
2048	16	5.898476e-04	1.692772e-05	7.295609e-05	3.099442e-06
4096	16	1.149893e-03	3.409386e-05	1.380444e-04	4.053116e-06
8192	16	2.295017e-03	6.794930e-05	2.648830e-04	5.960464e-06
1	32	2.908707e-05	0.000000e+00	7.867813e-06	1.192093e-06
2	32	2.908707e-05	0.000000e+00	6.914139e-06	9.536743e-07
4	32	3.004074e-05	0.000000e+00	6.914139e-06	9.536743e-07
8	32	3.004074e-05	0.000000e+00	7.867813e-06	9.536743e-07
16	32	2.813339e-05	0.000000e+00	8.106232e-06	1.907349e-06
32	32	3.600121e-05	9.536743e-07	9.059906e-06	9.536743e-07
64	32	4.482269e-05	9.536743e-07	1.096725e-05	9.536743e-07
128	32	6.294250e-05	2.861023e-06	1.502037e-05	1.192093e-06
256	32	9.822845e-05	5.006790e-06	2.408028e-05	1.907349e-06
512	32	1.649857e-04	1.406670e-05	4.100800e-05	1.907349e-06
1024	32	3.089905e-04	1.907349e-05	7.295609e-05	3.099442e-06
2048	32	5.919933e-04	3.600121e-05	1.389980e-04	2.861023e-06
4096	32	1.155138e-03	7.081032e-05	2.660751e-04	4.053116e-06
8192	32	2.294064e-03	1.561642e-04	4.630089e-04	6.914139e-06
1	64	2.908707e-05	0.000000e+00	6.914139e-06	9.536743e-07
2	64	3.004074e-05	0.000000e+00	6.914139e-06	1.907349e-06
4	64	3.004074e-05	0.000000e+00	7.867813e-06	9.536743e-07
8	64	3.004074e-05	0.000000e+00	8.106232e-06	1.907349e-06
16	64	3.099442e-05	9.536743e-07	8.821487e-06	9.536743e-07
32	64	3.600121e-05	9.536743e-07	1.096725e-05	9.536743e-07
64	64	4.506111e-05	3.099442e-06	1.502037e-05	9.536743e-07
128	64	6.294250e-05	5.960464e-06	2.408028e-05	1.907349e-06
256	64	9.989738e-05	1.192093e-05	4.005432e-05	1.907349e-06
512	64	1.711845e-04	2.288818e-05	7.295609e-05	1.907349e-06
1024	64	3.199577e-04	4.506111e-05	1.370907e-04	2.145767e-06
2048	64	6.098747e-04	9.298325e-05	2.658367e-04	2.861023e-06
4096	64	1.194000e-03	1.869202e-04	4.479885e-04	5.006790e-06
8192	64	2.370119e-03	3.688335e-04	8.380413e-04	6.914139e-06
1	128	3.004074e-05	0.000000e+00	6.914139e-06	1.907349e-06
2	128	2.884865e-05	0.000000e+00	7.867813e-06	9.536743e-07
4	128	2.884865e-05	0.000000e+00	6.914139e-06	9.536743e-07
8	128	3.004074e-05	9.536743e-07	8.821487e-06	9.536743e-07
16	128	3.194809e-05	9.536743e-07	1.096725e-05	9.536743e-07
32	128	3.695488e-05	2.861023e-06	1.502037e-05	9.536743e-07
64	128	4.506111e-05	6.198883e-06	2.384186e-05	1.907349e-06
128	128	6.413460e-05	1.287460e-05	4.100800e-05	1.907349e-06
256	128	9.989738e-05	2.503395e-05	7.295609e-05	1.907349e-06
512	128	1.740456e-04	5.388260e-05	1.380444e-04	1.907349e-06
1024	128	3.209114e-04	1.029968e-04	2.651215e-04	2.861023e-06
2048	128	6.160736e-04	2.110004e-04	4.611015e-04	3.814697e-06
4096	128	1.201153e-03	4.169941e-04	8.289814e-04	5.006790e-06
8192	128	2.379894e-03	8.552074e-04	1.605988e-03	7.867813e-06
1	256	2.884865e-05	0.000000e+00	7.867813e-06	9.536743e-07
2	256	2.908707e-05	0.000000e+00	7.152557e-06	9.536743e-07
4	256	2.813339e-05	9.536743e-07	9.059906e-06	1.907349e-06
8	256	3.004074e-05	9.536743e-07	1.096725e-05	9.536743e-07
16	256	3.099442e-05	2.861023e-06	1.502037e-05	1.907349e-06
32	256	3.600121e-05	5.960464e-06	2.384186e-05	1.907349e-06
64	256	4.601479e-05	1.311302e-05	4.100800e-05	1.907349e-06
128	256	6.413460e-05	2.503395e-05	7.319450e-05	1.907349e-06
256	256	1.020432e-04	5.388260e-05	1.449585e-04	2.861023e-06
512	256	1.780987e-04	1.001358e-04	2.758503e-04	2.861023e-06
1024	256	3.278255e-04	2.059937e-04	4.661083e-04	3.099442e-06
2048	256	6.268024e-04	4.289150e-04	8.530617e-04	3.814697e-06
4096	256	1.228094e-03	8.749962e-04	1.626968e-03	5.006790e-06
8192	256	2.431870e-03	1.739979e-03	3.201962e-03	8.821487e-06
1	512	3.004074e-05	0.000000e+00	7.867813e-06	9.536743e-07
2	512	3.004074e-05	9.536743e-07	9.059906e-06	9.536743e-07
4	512	2.908707e-05	1.907349e-06	1.001358e-05	9.536743e-07
8	512	3.099442e-05	2.861023e-06	1.502037e-05	9.536743e-07
16	512	3.194809e-05	5.960464e-06	2.288818e-05	1.907349e-06
32	512	3.695488e-05	1.287460e-05	4.100800e-05	1.907349e-06
64	512	4.696846e-05	2.598763e-05	7.295609e-05	1.907349e-06
128	512	6.699562e-05	5.197525e-05	1.368523e-04	1.907349e-06
256	512	1.058578e-04	1.080036e-04	2.808571e-04	2.861023e-06
512	512	1.840591e-04	2.069473e-04	4.568100e-04	2.861023e-06
1024	512	3.390312e-04	4.429817e-04	8.559227e-04	2.861023e-06
2048	512	6.480217e-04	8.831024e-04	1.635075e-03	5.006790e-06
4096	512	1.267910e-03	1.687050e-03	3.093958e-03	5.960464e-06
8192	512	2.522945e-03	3.466845e-03	6.351948e-03	8.821487e-06
1	1024	3.099442e-05	9.536743e-07	9.059906e-06	9.536743e-07
2	1024	3.004074e-05	1.907349e-06	1.120567e-05	9.536743e-07
4	1024	2.980232e-05	3.099442e-06	1.597404e-05	9.536743e-07
8	1024	3.099442e-05	8.106232e-06	2.288818e-05	1.907349e-06
16	1024	3.290176e-05	1.406670e-05	4.005432e-05	2.145767e-06
32	1024	3.790855e-05	2.503395e-05	7.295609e-05	1.907349e-06
64	1024	5.006790e-05	5.102158e-05	1.368523e-04	1.907349e-06
128	1024	7.295609e-05	1.049042e-04	2.708435e-04	1.907349e-06
256	1024	1.180172e-04	2.250671e-04	4.620552e-04	2.861023e-06
512	1024	2.081394e-04	4.458427e-04	8.420944e-04	2.861023e-06
1024	1024	3.859997e-04	8.890629e-04	1.616001e-03	4.053116e-06
2048	1024	7.460117e-04	1.801014e-03	3.190041e-03	5.960464e-06
4096	1024	1.462936e-03	3.633976e-03	6.369829e-03	6.914139e-06
8192	1024	2.892971e-03	7.112026e-03	1.230001e-02	1.001358e-05
1	2048	2.980232e-05	9.536743e-07	1.096725e-05	2.145767e-06
2	2048	3.099442e-05	2.861023e-06	1.597404e-05	9.536743e-07
4	2048	3.004074e-05	6.914139e-06	2.288818e-05	1.907349e-06
8	2048	3.194809e-05	1.311302e-05	3.981590e-05	1.907349e-06
16	2048	3.504753e-05	2.598763e-05	7.295609e-05	1.907349e-06
32	2048	4.291534e-05	5.197525e-05	1.368523e-04	1.907349e-06
64	2048	5.722046e-05	1.068115e-04	2.789497e-04	1.907349e-06
128	2048	8.511543e-05	2.121925e-04	4.739761e-04	2.861023e-06
256	2048	1.428127e-04	4.479885e-04	8.430481e-04	3.099442e-06
512	2048	2.551079e-04	8.490086e-04	1.569986e-03	4.053116e-06
1024	2048	4.870892e-04	1.784086e-03	3.248930e-03	5.006790e-06
2048	2048	9.438992e-04	3.654003e-03	6.436825e-03	6.914139e-06
4096	2048	1.855135e-03	7.101059e-03	1.212001e-02	9.059906e-06
8192	2048	3.684998e-03	1.342010e-02	2.406812e-02	1.096725e-05
1	4096	3.194809e-05	3.099442e-06	1.502037e-05	1.192093e-06
2	4096	3.194809e-05	7.152557e-06	2.288818e-05	1.907349e-06
4	4096	3.194809e-05	1.382828e-05	3.981590e-05	1.907349e-06
8	4096	3.385544e-05	2.598763e-05	7.200241e-05	1.907349e-06
16	4096	3.886223e-05	5.197525e-05	1.358986e-04	1.907349e-06
32	4096	4.887581e-05	1.070499e-04	2.629757e-04	1.907349e-06
64	4096	7.009506e-05	2.088547e-04	4.479885e-04	1.907349e-06
128	4096	1.120567e-04	4.150867e-04	8.111000e-04	1.907349e-06
256	4096	1.940727e-04	8.280277e-04	1.557112e-03	2.861023e-06
512	4096	3.590584e-04	1.657009e-03	3.062010e-03	4.053116e-06
1024	4096	6.880760e-04	3.321886e-03	6.056070e-03	5.006790e-06
2048	4096	1.345873e-03	6.702900e-03	1.206493e-02	5.960464e-06
4096	4096	2.655029e-03	1.400614e-02	2.486181e-02	9.059906e-06
8192	4096	5.294085e-03	2.904296e-02	5.056787e-02	1.287460e-05
1	8192	3.480911e-05	6.914139e-06	2.312660e-05	1.907349e-06
2	8192	3.504753e-05	1.502037e-05	4.076958e-05	1.907349e-06
4	8192	3.385544e-05	2.694130e-05	7.295609e-05	1.907349e-06
8	8192	3.790855e-05	5.388260e-05	1.368523e-04	1.907349e-06
16	8192	4.601479e-05	1.068115e-04	2.651215e-04	1.907349e-06
32	8192	6.294250e-05	2.148151e-04	4.439354e-04	2.145767e-06
64	8192	9.703636e-05	4.360676e-04	8.418560e-04	2.861023e-06
128	8192	1.649857e-04	9.398460e-04	1.634836e-03	3.814697e-06
256	8192	3.008842e-04	1.819134e-03	3.201008e-03	3.814697e-06
512	8192	5.700588e-04	3.681898e-03	6.395102e-03	5.006790e-06
1024	8192	1.104832e-03	6.855965e-03	1.214218e-02	5.960464e-06
2048	8192	2.177000e-03	1.339006e-02	2.411008e-02	6.914139e-06
4096	8192	4.320145e-03	2.818990e-02	4.948211e-02	9.775162e-06
8192	8192	8.607864e-03	5.377197e-02	9.627819e-02	1.192093e-05
