N_ROWS	N_COLS	MRTIME_onDEV	MRTIME_HOST	CT_DtH	CT_HtD
8192	256	4.150867e-04	3.190041e-03	3.153086e-03	2.476931e-03
1	512	1.716614e-05	0.000000e+00	1.597404e-05	1.907349e-06
2	512	1.692772e-05	9.536743e-07	1.788139e-05	1.907349e-06
4	512	1.597404e-05	1.907349e-06	1.978874e-05	1.907349e-06
8	512	1.788139e-05	5.960464e-06	2.193451e-05	4.053116e-06
16	512	2.193451e-05	1.120567e-05	3.194809e-05	5.006790e-06
32	512	2.217293e-05	2.408028e-05	4.887581e-05	8.821487e-06
64	512	3.290176e-05	4.315376e-05	8.416176e-05	1.597404e-05
128	512	4.196167e-05	8.511543e-05	1.480579e-04	2.884865e-05
256	512	7.390976e-05	1.661777e-04	2.918243e-04	5.602837e-05
512	512	8.177757e-05	3.838539e-04	4.799366e-04	1.428127e-04
1024	512	1.218319e-04	7.171631e-04	8.997917e-04	4.959106e-04
2048	512	2.429485e-04	1.821041e-03	1.610994e-03	1.174927e-03
4096	512	4.298687e-04	3.131151e-03	3.107071e-03	2.496004e-03
8192	512	7.851124e-04	6.191969e-03	6.103039e-03	5.018950e-03
1	1024	1.597404e-05	9.536743e-07	1.788139e-05	1.907349e-06
2	1024	1.692772e-05	1.907349e-06	2.098083e-05	1.907349e-06
4	1024	1.692772e-05	5.006790e-06	2.384186e-05	3.099442e-06
8	1024	1.502037e-05	1.096725e-05	3.314018e-05	5.006790e-06
16	1024	1.907349e-05	2.288818e-05	5.102158e-05	8.821487e-06
32	1024	2.002716e-05	4.291534e-05	8.296967e-05	1.597404e-05
64	1024	2.908707e-05	8.296967e-05	1.471043e-04	2.884865e-05
128	1024	4.386902e-05	1.649857e-04	2.739429e-04	5.578995e-05
256	1024	7.486343e-05	3.299713e-04	4.520416e-04	1.330376e-04
512	1024	1.239777e-04	6.701946e-04	8.358955e-04	4.770756e-04
1024	1024	2.219677e-04	1.819849e-03	1.621008e-03	1.177073e-03
2048	1024	3.871918e-04	3.075123e-03	3.113031e-03	2.487898e-03
4096	1024	7.841587e-04	6.114006e-03	6.096125e-03	5.038977e-03
8192	1024	1.404047e-03	1.225710e-02	1.206303e-02	1.008701e-02
1	2048	1.907349e-05	2.861023e-06	2.193451e-05	1.907349e-06
2	2048	1.883507e-05	5.960464e-06	2.598763e-05	3.099442e-06
4	2048	1.788139e-05	1.096725e-05	3.480911e-05	5.006790e-06
8	2048	2.002716e-05	2.408028e-05	5.197525e-05	9.059906e-06
16	2048	2.193451e-05	4.482269e-05	8.511543e-05	1.597404e-05
32	2048	2.789497e-05	9.107590e-05	1.487732e-04	2.884865e-05
64	2048	4.005432e-05	1.730919e-04	2.779961e-04	5.578995e-05
128	2048	6.794930e-05	3.428459e-04	4.539490e-04	1.358986e-04
256	2048	1.211166e-04	7.598400e-04	9.028912e-04	5.080700e-04
512	2048	2.210140e-04	1.932859e-03	1.590967e-03	1.203060e-03
1024	2048	3.910065e-04	3.276110e-03	3.143072e-03	2.482891e-03
2048	2048	7.660389e-04	6.589890e-03	6.230116e-03	5.081892e-03
4096	2048	1.421928e-03	1.319289e-02	1.239109e-02	1.019907e-02
8192	2048	2.801895e-03	2.796817e-02	2.502108e-02	2.043414e-02
1	4096	2.598763e-05	5.960464e-06	3.099442e-05	3.099442e-06
2	4096	2.598763e-05	1.192093e-05	3.910065e-05	5.006790e-06
4	4096	2.813339e-05	2.312660e-05	5.698204e-05	9.059906e-06
8	4096	3.099442e-05	4.696846e-05	8.893013e-05	1.597404e-05
16	4096	5.602837e-05	1.099110e-04	1.540184e-04	2.884865e-05
32	4096	4.410744e-05	1.730919e-04	3.139973e-04	5.578995e-05
64	4096	7.009506e-05	3.929138e-04	4.789829e-04	1.418591e-04
128	4096	1.239777e-04	7.588863e-04	9.148121e-04	5.230904e-04
256	4096	2.379417e-04	2.024889e-03	1.695871e-03	1.202106e-03
512	4096	4.360676e-04	3.473997e-03	3.247023e-03	2.579927e-03
1024	4096	8.020401e-04	6.723166e-03	6.382942e-03	5.192041e-03
2048	4096	1.587152e-03	1.250005e-02	1.205206e-02	1.007295e-02
4096	4096	3.109217e-03	2.517080e-02	2.401900e-02	2.021003e-02
8192	4096	5.990982e-03	5.329490e-02	4.979110e-02	4.081702e-02
1	8192	4.386902e-05	1.287460e-05	4.720688e-05	5.960464e-06
2	8192	4.601479e-05	2.479553e-05	6.389618e-05	9.059906e-06
4	8192	4.887581e-05	4.601479e-05	9.799004e-05	1.597404e-05
8	8192	5.412102e-05	8.797646e-05	1.709461e-04	2.884865e-05
16	8192	5.888939e-05	1.740456e-04	3.049374e-04	5.578995e-05
32	8192	7.295609e-05	3.609657e-04	4.851818e-04	1.518726e-04
64	8192	1.208782e-04	7.600784e-04	8.749962e-04	5.099773e-04
128	8192	2.140999e-04	1.984835e-03	1.682043e-03	1.233101e-03
256	8192	4.091263e-04	3.390074e-03	3.237963e-03	2.503157e-03
512	8192	7.810593e-04	6.777048e-03	6.340981e-03	5.156040e-03
1024	8192	1.567125e-03	1.261687e-02	1.204705e-02	1.006413e-02
2048	8192	3.158092e-03	2.525520e-02	2.391481e-02	2.017808e-02
4096	8192	6.221056e-03	5.313301e-02	4.912782e-02	4.071403e-02
8192	8192	1.342988e-02	1.049390e-01	9.607601e-02	8.094692e-02
