N_ROWS	N_COLS	MRTIME_onDEV_T1	MRTIME_HOST\tMRTIME_onDEV_Tp
8192	512	256	2.277708e-02	1.016402e-02	7.801056e-04	4.639440e-310
8192	512	1024	2.277708e-02	1.016402e-02	7.801056e-04	4.639440e-310
256	1024	1	1.457930e-03	7.061958e-04	1.456976e-03	0.000000e+00
256	1024	4	1.453876e-03	6.771088e-04	4.918575e-04	4.639440e-310
256	1024	16	1.453161e-03	6.568432e-04	1.511574e-04	0.000000e+00
256	1024	64	1.452923e-03	6.568432e-04	7.104874e-05	4.639440e-310
256	1024	256	1.452923e-03	6.568432e-04	6.103516e-05	0.000000e+00
256	1024	1024	1.452923e-03	6.568432e-04	6.103516e-05	4.639440e-310
512	1024	1	2.882004e-03	1.381159e-03	2.887011e-03	4.639440e-310
512	1024	4	2.882004e-03	1.381159e-03	9.520054e-04	4.639440e-310
512	1024	16	2.882004e-03	1.381159e-03	2.789497e-04	4.639440e-310
512	1024	64	2.882004e-03	1.381159e-03	1.149178e-04	4.639440e-310
512	1024	256	2.882004e-03	1.344204e-03	1.018047e-04	4.639440e-310
512	1024	1024	2.882004e-03	1.344204e-03	1.010895e-04	4.639440e-310
1024	1024	1	5.741119e-03	2.821922e-03	5.751848e-03	4.639440e-310
1024	1024	4	5.738974e-03	2.764940e-03	1.878023e-03	4.639440e-310
1024	1024	16	5.738974e-03	2.764940e-03	5.328655e-04	4.639440e-310
1024	1024	64	5.738020e-03	2.764940e-03	2.088547e-04	4.639440e-310
1024	1024	256	5.735874e-03	2.698183e-03	1.800060e-04	4.639440e-310
1024	1024	1024	5.735874e-03	2.698183e-03	1.800060e-04	4.639440e-310
2048	1024	1	1.144600e-02	5.567789e-03	1.146603e-02	4.639440e-310
2048	1024	4	1.144600e-02	5.567789e-03	3.715038e-03	4.639440e-310
2048	1024	16	1.144600e-02	5.567789e-03	1.037121e-03	4.639440e-310
2048	1024	64	1.144600e-02	5.567789e-03	3.888607e-04	4.639440e-310
2048	1024	256	1.144290e-02	4.970074e-03	3.249645e-04	4.639440e-310
2048	1024	1024	1.144290e-02	4.970074e-03	3.249645e-04	4.639440e-310
4096	1024	1	2.286196e-02	1.104307e-02	2.287507e-02	4.639440e-310
4096	1024	4	2.286005e-02	1.104307e-02	7.371187e-03	4.639440e-310
4096	1024	16	2.286005e-02	1.099086e-02	2.004862e-03	4.639440e-310
4096	1024	64	2.285790e-02	1.099086e-02	7.178783e-04	4.639440e-310
4096	1024	256	2.285600e-02	1.099086e-02	6.141663e-04	4.639440e-310
4096	1024	1024	2.285600e-02	1.089120e-02	6.139278e-04	4.639440e-310
8192	1024	1	4.547977e-02	2.251792e-02	4.549909e-02	4.639440e-310
8192	1024	4	4.547977e-02	2.247214e-02	1.464605e-02	4.639440e-310
8192	1024	16	4.547501e-02	2.217889e-02	3.966093e-03	4.639440e-310
8192	1024	64	4.547501e-02	2.217889e-02	1.388073e-03	4.639440e-310
8192	1024	256	4.547501e-02	2.217889e-02	1.183033e-03	4.639440e-310
8192	1024	1024	4.547310e-02	2.217889e-02	1.183033e-03	4.639440e-310
256	2048	1	2.881050e-03	1.385927e-03	2.886057e-03	4.639440e-310
256	2048	4	2.881050e-03	1.339197e-03	9.500980e-04	4.639440e-310
256	2048	16	2.878904e-03	1.339197e-03	2.732277e-04	0.000000e+00
256	2048	64	2.878904e-03	1.339197e-03	1.080036e-04	4.639440e-310
256	2048	256	2.878904e-03	1.339197e-03	9.393692e-05	0.000000e+00
256	2048	1024	2.878904e-03	1.339197e-03	9.298325e-05	4.639440e-310
512	2048	1	5.738020e-03	3.032923e-03	5.748987e-03	4.639440e-310
512	2048	4	5.735159e-03	2.810001e-03	1.872063e-03	4.639440e-310
512	2048	16	5.733013e-03	2.810001e-03	5.228519e-04	4.639440e-310
512	2048	64	5.733013e-03	2.785206e-03	1.959801e-04	4.639440e-310
512	2048	256	5.731106e-03	2.748013e-03	1.618862e-04	4.639440e-310
512	2048	1024	5.731106e-03	2.748013e-03	1.618862e-04	4.639440e-310
1024	2048	1	1.143909e-02	5.720854e-03	1.145816e-02	4.639440e-310
1024	2048	4	1.143909e-02	5.527020e-03	3.690004e-03	4.639440e-310
1024	2048	16	1.143909e-02	5.527020e-03	1.013041e-03	4.639440e-310
1024	2048	64	1.143599e-02	5.527020e-03	3.600121e-04	4.639440e-310
1024	2048	256	1.143503e-02	5.527020e-03	2.930164e-04	4.639440e-310
1024	2048	1024	1.143503e-02	5.527020e-03	2.930164e-04	4.639440e-310
2048	2048	1	2.284694e-02	1.113915e-02	2.286506e-02	4.639440e-310
2048	2048	4	2.284503e-02	1.113915e-02	7.324934e-03	4.639440e-310
2048	2048	16	2.284503e-02	9.938955e-03	1.982927e-03	4.639440e-310
2048	2048	64	2.284503e-02	9.938955e-03	6.730556e-04	4.639440e-310
2048	2048	256	2.284193e-02	9.938955e-03	5.381107e-04	4.639440e-310
2048	2048	1024	2.284098e-02	9.938955e-03	5.378723e-04	4.639440e-310
4096	2048	1	4.566002e-02	2.212095e-02	4.567003e-02	4.639440e-310
4096	2048	4	4.564285e-02	2.159214e-02	1.463509e-02	4.639440e-310
4096	2048	16	4.564285e-02	2.159214e-02	3.899097e-03	4.639440e-310
4096	2048	64	4.564285e-02	2.159214e-02	1.293898e-03	4.639440e-310
4096	2048	256	4.564285e-02	2.159214e-02	1.028776e-03	4.639440e-310
4096	2048	1024	4.564214e-02	2.159214e-02	1.026154e-03	4.639440e-310
8192	2048	1	9.084606e-02	4.465103e-02	9.086299e-02	4.639440e-310
8192	2048	4	9.084296e-02	4.465103e-02	2.906513e-02	4.639440e-310
8192	2048	16	9.083700e-02	4.465103e-02	7.728100e-03	4.639440e-310
8192	2048	64	9.083700e-02	4.465103e-02	2.540827e-03	4.639440e-310
8192	2048	256	9.083700e-02	4.464388e-02	2.000093e-03	4.639440e-310
8192	2048	1024	9.083319e-02	4.458213e-02	2.000093e-03	4.639440e-310
256	4096	1	5.733013e-03	2.785921e-03	5.740881e-03	4.639440e-310
256	4096	4	5.733013e-03	2.776861e-03	1.876116e-03	4.639440e-310
256	4096	16	5.729198e-03	2.776861e-03	5.199909e-04	4.639440e-310
256	4096	64	5.728006e-03	2.737999e-03	1.900196e-04	4.639440e-310
256	4096	256	5.728006e-03	2.737999e-03	1.559258e-04	4.639440e-310
256	4096	1024	5.728006e-03	2.737999e-03	1.559258e-04	4.639440e-310
512	4096	1	1.143193e-02	6.185055e-03	1.145601e-02	4.639440e-310
512	4096	4	1.143193e-02	5.577087e-03	3.688097e-03	4.639440e-310
512	4096	16	1.143193e-02	5.577087e-03	1.010895e-03	4.639440e-310
512	4096	64	1.143098e-02	5.454063e-03	3.528595e-04	4.639440e-310
512	4096	256	1.143098e-02	5.454063e-03	2.779961e-04	4.639440e-310
512	4096	1024	1.143003e-02	5.454063e-03	2.770424e-04	4.639440e-310
1024	4096	1	2.283001e-02	1.100302e-02	2.284789e-02	4.639440e-310
1024	4096	4	2.283001e-02	1.092505e-02	7.314920e-03	4.639440e-310
1024	4096	16	2.283001e-02	1.092505e-02	1.964808e-03	4.639440e-310
1024	4096	64	2.282786e-02	1.092505e-02	6.568432e-04	4.639440e-310
1024	4096	256	2.282786e-02	1.092505e-02	5.068779e-04	4.639440e-310
1024	4096	1024	2.282786e-02	1.092505e-02	5.061626e-04	4.639440e-310
2048	4096	1	4.562807e-02	2.241611e-02	4.565001e-02	4.639440e-310
2048	4096	4	4.562688e-02	2.241611e-02	1.454687e-02	4.639440e-310
2048	4096	16	4.562593e-02	2.227688e-02	3.879070e-03	4.639440e-310
2048	4096	64	4.562593e-02	2.227688e-02	1.255989e-03	4.639440e-310
2048	4096	256	4.562593e-02	2.227688e-02	9.548664e-04	4.639440e-310
2048	4096	1024	4.562593e-02	2.227688e-02	9.548664e-04	4.639440e-310
4096	4096	1	9.122705e-02	4.511809e-02	9.123898e-02	4.639440e-310
4096	4096	4	9.121799e-02	4.476905e-02	2.902603e-02	4.639440e-310
4096	4096	16	9.121799e-02	4.476905e-02	7.684946e-03	4.639440e-310
4096	4096	64	9.121799e-02	4.465699e-02	2.438068e-03	4.639440e-310
4096	4096	256	9.121609e-02	4.452300e-02	1.850843e-03	4.639440e-310
4096	4096	1024	9.121609e-02	4.410005e-02	1.849890e-03	4.639440e-310
8192	4096	1	1.816289e-01	8.967209e-02	1.816499e-01	4.639440e-310
8192	4096	4	1.816258e-01	8.946609e-02	5.795193e-02	4.639440e-310
8192	4096	16	1.816201e-01	8.572102e-02	1.526594e-02	4.639440e-310
8192	4096	64	1.816201e-01	8.572102e-02	4.824877e-03	4.639440e-310
8192	4096	256	1.816201e-01	8.572102e-02	3.648043e-03	4.639440e-310
8192	4096	1024	1.816111e-01	8.572102e-02	3.643990e-03	4.639440e-310
256	8192	1	1.143098e-02	5.576134e-03	1.145005e-02	4.639440e-310
256	8192	4	1.143003e-02	5.576134e-03	3.687859e-03	4.639440e-310
256	8192	16	1.143003e-02	5.576134e-03	1.004219e-03	4.639440e-310
256	8192	64	1.142788e-02	5.506992e-03	3.449917e-04	4.639440e-310
256	8192	256	1.142788e-02	5.506992e-03	2.760887e-04	4.639440e-310
256	8192	1024	1.142788e-02	5.506992e-03	2.760887e-04	4.639440e-310
512	8192	1	2.282810e-02	1.124501e-02	2.284503e-02	4.639440e-310
512	8192	4	2.282810e-02	1.124501e-02	7.309914e-03	4.639440e-310
512	8192	16	2.282810e-02	1.124501e-02	1.956940e-03	4.639440e-310
512	8192	64	2.282786e-02	1.124501e-02	6.430149e-04	4.639440e-310
512	8192	256	2.282310e-02	1.124501e-02	4.920959e-04	4.639440e-310
512	8192	1024	2.282310e-02	1.124501e-02	4.909039e-04	4.639440e-310
1024	8192	1	4.563403e-02	2.263212e-02	4.563808e-02	4.639440e-310
1024	8192	4	4.562783e-02	2.251720e-02	1.453996e-02	4.639440e-310
1024	8192	16	4.561591e-02	2.250409e-02	3.863096e-03	4.639440e-310
1024	8192	64	4.561186e-02	2.250409e-02	1.240015e-03	4.639440e-310
1024	8192	256	4.561186e-02	2.224612e-02	9.269714e-04	4.639440e-310
1024	8192	1024	4.561186e-02	2.224612e-02	9.260178e-04	4.639440e-310
2048	8192	1	9.119987e-02	4.430485e-02	9.123111e-02	4.639440e-310
2048	8192	4	9.119701e-02	4.430485e-02	2.901506e-02	4.639440e-310
2048	8192	16	9.119701e-02	4.430485e-02	7.680893e-03	4.639440e-310
2048	8192	64	9.119701e-02	4.430485e-02	2.409935e-03	4.639440e-310
2048	8192	256	9.119701e-02	4.430485e-02	1.782179e-03	4.639440e-310
2048	8192	1024	9.119701e-02	4.430485e-02	1.781940e-03	4.639440e-310
4096	8192	1	1.823761e-01	9.023881e-02	1.823719e-01	4.639440e-310
4096	8192	4	1.823518e-01	8.967996e-02	5.788493e-02	4.639440e-310
4096	8192	16	1.823370e-01	8.518314e-02	1.527691e-02	4.639440e-310
4096	8192	64	1.823370e-01	8.056903e-02	4.727840e-03	4.639440e-310
4096	8192	256	1.823370e-01	7.959914e-02	3.498793e-03	4.639440e-310
4096	8192	1024	1.823370e-01	7.959914e-02	3.495932e-03	4.639440e-310
8192	8192	1	3.625240e-01	1.656630e-01	3.624461e-01	0.000000e+00
8192	8192	4	3.618770e-01	1.630640e-01	1.156311e-01	0.000000e+00
8192	8192	16	3.618770e-01	1.630640e-01	3.040910e-02	0.000000e+00
8192	8192	64	3.618770e-01	1.625350e-01	9.400845e-03	0.000000e+00
8192	8192	256	3.618770e-01	1.625350e-01	6.938934e-03	0.000000e+00
8192	8192	1024	3.618770e-01	1.625350e-01	6.928921e-03	0.000000e+00
