N_ROWS	N_COLS	MRTIME_onDEV	MRTIME_HOST	CT_DtH_M	CT_HtD_V
32	256	2.908707e-05	1.907349e-06	2.288818e-05	1.907349e-06
64	256	3.194809e-05	5.006790e-06	4.100800e-05	1.907349e-06
128	256	3.600121e-05	9.059906e-06	7.295609e-05	1.907349e-06
256	256	4.696846e-05	1.907349e-05	1.370907e-04	1.907349e-06
512	256	7.390976e-05	3.695488e-05	2.670288e-04	1.907349e-06
1024	256	1.239777e-04	9.202957e-05	4.580021e-04	1.907349e-06
2048	256	2.269745e-04	1.821518e-04	8.590221e-04	2.861023e-06
4096	256	4.298687e-04	5.309582e-04	1.616955e-03	4.053116e-06
8192	256	8.349419e-04	1.156092e-03	3.146172e-03	5.960464e-06
1	512	2.694130e-05	0.000000e+00	8.106232e-06	1.907349e-06
2	512	2.813339e-05	0.000000e+00	8.821487e-06	1.907349e-06
4	512	2.694130e-05	0.000000e+00	1.096725e-05	1.907349e-06
8	512	2.694130e-05	1.192093e-06	1.597404e-05	1.907349e-06
16	512	2.694130e-05	2.861023e-06	2.288818e-05	1.907349e-06
32	512	2.908707e-05	4.053116e-06	4.196167e-05	1.907349e-06
64	512	3.194809e-05	9.059906e-06	7.319450e-05	1.907349e-06
128	512	3.695488e-05	1.907349e-05	1.378059e-04	1.907349e-06
256	512	5.006790e-05	3.695488e-05	2.691746e-04	1.907349e-06
512	512	7.486343e-05	8.893013e-05	4.611015e-04	1.907349e-06
1024	512	1.270771e-04	2.171993e-04	8.409023e-04	2.861023e-06
2048	512	2.269745e-04	4.727840e-04	1.611948e-03	4.053116e-06
4096	512	4.308224e-04	1.178026e-03	3.176928e-03	5.960464e-06
8192	512	8.358955e-04	2.317905e-03	6.052971e-03	6.914139e-06
1	1024	2.717972e-05	0.000000e+00	9.059906e-06	1.907349e-06
2	1024	2.694130e-05	9.536743e-07	1.096725e-05	1.907349e-06
4	1024	2.694130e-05	1.907349e-06	1.502037e-05	1.907349e-06
8	1024	2.717972e-05	3.099442e-06	2.384186e-05	1.907349e-06
16	1024	2.884865e-05	5.006790e-06	4.100800e-05	1.907349e-06
32	1024	2.908707e-05	1.001358e-05	7.200241e-05	2.145767e-06
64	1024	3.194809e-05	2.121925e-05	1.380444e-04	1.907349e-06
128	1024	3.790855e-05	4.005432e-05	2.639294e-04	2.861023e-06
256	1024	5.197525e-05	8.988380e-05	4.479885e-04	2.861023e-06
512	1024	7.796288e-05	1.950264e-04	8.430481e-04	2.861023e-06
1024	1024	1.299381e-04	5.018711e-04	1.631021e-03	4.053116e-06
2048	1024	2.388954e-04	1.137018e-03	3.184795e-03	5.960464e-06
4096	1024	4.470348e-04	2.340078e-03	6.213903e-03	6.914139e-06
8192	1024	8.668900e-04	4.698992e-03	1.263690e-02	6.914139e-06
1	2048	2.694130e-05	9.536743e-07	1.120567e-05	2.861023e-06
2	2048	2.694130e-05	2.145767e-06	1.692772e-05	3.099442e-06
4	2048	2.789497e-05	3.814697e-06	2.312660e-05	2.145767e-06
8	2048	2.789497e-05	5.960464e-06	3.981590e-05	1.907349e-06
16	2048	3.004074e-05	1.096725e-05	7.295609e-05	2.861023e-06
32	2048	3.099442e-05	3.385544e-05	1.459122e-04	2.861023e-06
64	2048	3.504753e-05	4.386902e-05	2.720356e-04	2.861023e-06
128	2048	4.291534e-05	9.512901e-05	4.661083e-04	3.814697e-06
256	2048	5.722046e-05	2.458096e-04	8.659363e-04	4.053116e-06
512	2048	8.893013e-05	5.619526e-04	1.639128e-03	3.814697e-06
1024	2048	1.459122e-04	1.173019e-03	3.241062e-03	6.914139e-06
2048	2048	2.617836e-04	2.257109e-03	6.047964e-03	6.914139e-06
4096	2048	4.839897e-04	4.497051e-03	1.213217e-02	7.867813e-06
8192	2048	9.341240e-04	8.481979e-03	2.406001e-02	6.914139e-06
1	4096	2.694130e-05	2.861023e-06	1.597404e-05	3.099442e-06
2	4096	2.789497e-05	4.053116e-06	2.384186e-05	3.099442e-06
4	4096	2.789497e-05	7.867813e-06	4.005432e-05	2.861023e-06
8	4096	2.789497e-05	1.215935e-05	7.295609e-05	4.053116e-06
16	4096	3.099442e-05	2.503395e-05	1.368523e-04	3.814697e-06
32	4096	3.385544e-05	5.006790e-05	2.629757e-04	3.814697e-06
64	4096	4.100800e-05	1.020432e-04	4.460812e-04	4.053116e-06
128	4096	5.507469e-05	2.119541e-04	8.089542e-04	4.053116e-06
256	4096	8.106232e-05	5.121231e-04	1.549006e-03	5.006790e-06
512	4096	1.358986e-04	1.033068e-03	3.038883e-03	6.914139e-06
1024	4096	2.269745e-04	2.177000e-03	6.064892e-03	7.152557e-06
2048	4096	4.241467e-04	4.492998e-03	1.208687e-02	9.059906e-06
4096	4096	8.189678e-04	1.028013e-02	2.502394e-02	1.096725e-05
8192	4096	1.622915e-03	2.127790e-02	5.020881e-02	1.096725e-05
1	8192	3.600121e-05	6.914139e-06	2.384186e-05	5.960464e-06
2	8192	3.790855e-05	1.001358e-05	4.196167e-05	5.960464e-06
4	8192	3.790855e-05	2.193451e-05	7.319450e-05	5.960464e-06
8	8192	3.886223e-05	3.981590e-05	1.380444e-04	5.960464e-06
16	8192	4.291534e-05	6.413460e-05	2.789497e-04	5.960464e-06
32	8192	4.887581e-05	1.058578e-04	4.630089e-04	5.960464e-06
64	8192	6.198883e-05	2.620220e-04	8.540154e-04	6.914139e-06
128	8192	8.821487e-05	5.319118e-04	1.615047e-03	8.821487e-06
256	8192	1.358986e-04	1.301050e-03	3.068924e-03	1.096725e-05
512	8192	2.348423e-04	2.660990e-03	6.376982e-03	1.096725e-05
1024	8192	4.270077e-04	5.244017e-03	1.255798e-02	1.192093e-05
2048	8192	8.111000e-04	9.503841e-03	2.405405e-02	1.096725e-05
4096	8192	1.578093e-03	1.929903e-02	4.813814e-02	1.192093e-05
8192	8192	3.122807e-03	3.897786e-02	9.573698e-02	1.096725e-05
